,DATE,Conversion_3_male_Tokyo,Complementary goods_1,Complementary goods_2,Complementary goods_3,price_16,Number of dates_1,Number of dates_2,covid-19 Infected person_1,weather_Average temperature(Åé)_1,weather_Total precipitation(mm)_1,weather_Daylight hours (hours)_1,boolean_value_S_1,boolean_value_3,boolean_value_5,boolean_value_6,boolean_value_7,boolean_value_8,boolean_value_9,boolean_value_10,boolean_value_12,boolean_value_13,boolean_value_14,boolean_value_15,boolean_value_16,boolean_value_18,boolean_value_19,Google_trends_1,Influencer_Post,Influencer_fix_S,Yahoo_S,Yahoo_I,Yahoo_other_S,Yahoo_other_I,Twitter_S,Twitter_I,Google_other_S,Google_other_I,PR_I,FB_undefined_S,FB_undefined_I,FB_u25_S,FB_u25_I,FB_28_similar_S,FB_28_similar_I,FB_30_broad_S,FB_30_broad_I,FB_30_similar_S,FB_30_similar_I,FB_30_retarg_S,FB_30_retarg_I,FB_40_broad_S,FB_40_broad_I,FB_40_similar_S,FB_40_similar_I,FB_40_retarg_S,FB_40_retarg_I,FB_50_S,FB_50_I,FB_male_other_S,FB_male_other_I,FB_female_other_S,FB_female_other_I,Google_listing_S,Google_listing_I,Google_Proslisting_S,Google_Proslisting_I,Google_undefined_S,Google_undefined_I
491,2020-05-06,0.0,78.0,42.0,50.0,12817.0,0.0,0.0,37.0,15.8,19.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7387.0,5350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4582.0,2356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,2020-05-07,1.0,67.0,23.0,24.0,12817.0,0.0,0.0,23.0,16.5,0.5,12.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8461.0,5691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4605.0,2212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,2020-05-08,1.0,66.0,27.0,18.0,12817.0,0.0,0.0,39.0,16.7,0.0,10.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9089.0,7610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6651.0,3326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,2020-05-09,1.0,56.0,27.0,28.0,12817.0,0.0,0.0,36.0,18.3,0.0,3.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10300.0,6622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6016.0,3873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,2020-05-10,1.0,71.0,45.0,26.0,12817.0,0.0,0.0,22.0,21.5,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9263.0,6657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6819.0,4982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,2020-05-11,2.0,64.0,31.0,28.0,12817.0,0.0,0.0,15.0,22.9,0.5,9.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9716.0,8147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4863.0,3077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,2020-05-12,2.0,66.0,41.0,24.0,12817.0,0.0,0.0,27.0,21.7,0.0,4.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8511.0,6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6401.0,4076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,2020-05-13,3.0,58.0,39.0,30.0,12817.0,0.0,0.0,10.0,22.3,0.0,11.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7501.0,3912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,2020-05-14,4.0,48.0,31.0,21.0,12817.0,0.0,0.0,30.0,20.8,0.0,12.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14682.0,9357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,2020-05-15,1.0,57.0,37.0,17.0,12817.0,0.0,0.0,9.0,21.5,0.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17431.0,10622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,2020-05-16,4.0,65.0,37.0,29.0,12817.0,0.0,0.0,14.0,18.5,24.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52030.0,23790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20672.0,13675.0,0.0,0.0,0.0,0.0,0.0,0.0
502,2020-05-17,4.0,83.0,33.0,34.0,12817.0,0.0,0.0,5.0,21.6,0.0,11.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27359.0,16837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5953.0,6148.0,0.0,0.0,0.0,0.0,0.0,0.0
503,2020-05-18,1.0,73.0,32.0,20.0,12817.0,0.0,0.0,10.0,19.2,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17503.0,9444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,2020-05-19,2.0,53.0,32.0,22.0,12817.0,0.0,0.0,5.0,17.7,54.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12827.0,9177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,1167.0,0.0,0.0,0.0,0.0,0.0,0.0
505,2020-05-20,7.0,57.0,24.0,21.0,12817.0,0.0,0.0,5.0,12.7,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13720.0,11650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3823.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0
506,2020-05-21,2.0,65.0,30.0,35.0,12817.0,0.0,0.0,11.0,12.7,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6457.0,5157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2039.0,2687.0,0.0,0.0,0.0,0.0,0.0,0.0
507,2020-05-22,2.0,57.0,19.0,22.0,12817.0,0.0,0.0,2.0,15.3,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16258.0,10102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4637.0,5933.0,0.0,0.0,0.0,0.0,0.0,0.0
508,2020-05-23,5.0,71.0,32.0,25.0,12817.0,0.0,0.0,3.0,18.4,0.0,2.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16297.0,11939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4619.0,11357.0,0.0,0.0,0.0,0.0,0.0,0.0
509,2020-05-24,5.0,95.0,46.0,22.0,12817.0,0.0,0.0,14.0,20.8,0.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13812.0,11553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4021.0,10510.0,0.0,0.0,0.0,0.0,0.0,0.0
510,2020-05-25,5.0,101.0,36.0,28.0,12817.0,0.0,0.0,8.0,21.6,0.0,6.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13943.0,13042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4020.0,9574.0,0.0,0.0,0.0,0.0,0.0,0.0
511,2020-05-26,6.0,80.0,37.0,21.0,12817.0,0.0,0.0,10.0,20.9,0.5,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14183.0,12041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4009.0,8909.0,0.0,0.0,0.0,0.0,0.0,0.0
512,2020-05-27,8.0,71.0,28.0,26.0,12817.0,0.0,0.0,11.0,21.4,0.0,4.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13879.0,11393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4028.0,6809.0,0.0,0.0,0.0,0.0,0.0,0.0
513,2020-05-28,9.0,75.0,39.0,26.0,12817.0,0.0,0.0,15.0,19.4,9.5,3.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13929.0,11327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3922.0,6013.0,0.0,0.0,0.0,0.0,0.0,0.0
514,2020-05-29,3.0,60.0,33.0,20.0,12817.0,0.0,0.0,21.0,20.7,0.0,12.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13495.0,10600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3884.0,5062.0,0.0,0.0,0.0,0.0,0.0,0.0
515,2020-05-30,5.0,54.0,32.0,20.0,12817.0,2.0,2.0,14.0,22.0,0.0,8.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7360.0,5331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,810.0,2306.0,3154.0,0.0,0.0,0.0,0.0,0.0,0.0
516,2020-05-31,7.0,62.0,58.0,26.0,12817.0,3.0,1.0,5.0,21.3,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13813.0,10569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4899.0,4734.0,4010.0,5571.0,0.0,0.0,0.0,0.0,0.0,0.0
517,2020-06-01,5.0,64.0,32.0,29.0,12817.0,0.0,0.0,13.0,19.6,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13962.0,13286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4950.0,5678.0,4002.0,5706.0,0.0,0.0,0.0,0.0,0.0,0.0
518,2020-06-02,3.0,56.0,31.0,20.0,12817.0,0.0,0.0,34.0,22.3,0.0,4.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13878.0,12728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4871.0,5516.0,4006.0,5711.0,0.0,0.0,0.0,0.0,0.0,0.0
519,2020-06-03,10.0,58.0,32.0,28.0,12817.0,0.0,0.0,12.0,24.0,0.0,6.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14263.0,13532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4955.0,6134.0,3912.0,6456.0,0.0,0.0,0.0,0.0,0.0,0.0
520,2020-06-04,9.0,69.0,31.0,25.0,12817.0,0.0,0.0,28.0,23.5,0.0,5.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13892.0,11523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5044.0,5216.0,4030.0,7373.0,0.0,0.0,0.0,0.0,0.0,0.0
521,2020-06-05,6.0,65.0,28.0,22.0,12817.0,0.0,0.0,20.0,24.8,0.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14200.0,13960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5057.0,4890.0,4029.0,6511.0,0.0,0.0,0.0,0.0,0.0,0.0
522,2020-06-06,13.0,80.0,35.0,28.0,12817.0,2.0,2.0,26.0,24.2,6.5,1.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12778.0,10654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4998.0,5128.0,4011.0,6869.0,0.0,0.0,0.0,0.0,0.0,0.0
523,2020-06-07,13.0,108.0,45.0,26.0,12817.0,3.0,4.0,14.0,22.0,0.5,8.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7059.0,5741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4958.0,5854.0,4017.0,7247.0,0.0,0.0,0.0,0.0,0.0,0.0
524,2020-06-08,1.0,75.0,33.0,26.0,12817.0,0.0,0.0,13.0,23.2,0.0,8.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,586.0,542.0,1191.0,0.0,0.0,0.0,0.0,0.0,0.0
525,2020-06-09,2.0,78.0,33.0,24.0,12817.0,0.0,0.0,12.0,25.5,0.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,2020-06-10,12.0,79.0,30.0,18.0,12817.0,0.0,0.0,18.0,26.2,0.0,11.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16078.0,13353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5747.0,6233.0,4607.0,7788.0,0.0,0.0,0.0,0.0,0.0,0.0
527,2020-06-11,11.0,58.0,28.0,26.0,12817.0,0.0,0.0,22.0,25.1,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14527.0,12008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5982.0,6225.0,4251.0,5397.0,0.0,0.0,0.0,0.0,0.0,0.0
528,2020-06-12,2.0,57.0,33.0,28.0,12817.0,0.0,0.0,25.0,26.2,5.5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7692.0,6552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7443.0,6912.0,9875.0,16696.0,0.0,0.0,0.0,0.0,0.0,0.0
529,2020-06-13,4.0,71.0,36.0,18.0,12817.0,6.0,34.0,24.0,21.3,35.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7940.0,5964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7633.0,6372.0,18434.0,23248.0,0.0,0.0,0.0,0.0,0.0,0.0
530,2020-06-14,1.0,69.0,33.0,35.0,12817.0,8.0,40.0,47.0,21.7,5.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7070.0,4593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6966.0,7036.0,16064.0,24186.0,0.0,0.0,0.0,0.0,0.0,0.0
531,2020-06-15,4.0,79.0,24.0,18.0,12817.0,0.0,0.0,48.0,25.9,0.0,7.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5772.0,3130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4920.0,5100.0,5340.0,8274.0,0.0,0.0,0.0,0.0,0.0,0.0
532,2020-06-16,14.0,97.0,47.0,28.0,12817.0,0.0,0.0,27.0,25.5,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10666.0,7006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7436.0,6975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,2020-06-17,4.0,60.0,37.0,21.0,12817.0,0.0,0.0,16.0,23.6,0.0,13.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13357.0,10476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4285.0,3742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,2020-06-18,13.0,70.0,30.0,25.0,12817.0,0.0,0.0,41.0,22.1,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13673.0,11302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3971.0,3250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,2020-06-19,11.0,70.0,26.0,21.0,12817.0,0.0,0.0,35.0,18.7,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13524.0,10054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3934.0,2979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,2020-06-20,8.0,66.0,44.0,34.0,12817.0,29.0,52.0,39.0,22.9,0.0,9.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12096.0,8658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3857.0,2606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,2020-06-21,15.0,62.0,47.0,29.0,12817.0,22.0,50.0,34.0,21.9,2.5,1.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12985.0,11132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3426.0,2923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,2020-06-22,13.0,74.0,37.0,28.0,12817.0,0.0,0.0,29.0,19.2,27.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11786.0,9519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3392.0,2628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,2020-06-23,4.0,66.0,39.0,21.0,12817.0,0.0,0.0,31.0,22.3,3.0,2.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9942.0,8752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5027.0,4169.0,8837.0,13393.0,0.0,0.0,0.0,0.0,0.0,0.0
540,2020-06-24,10.0,67.0,36.0,21.0,12817.0,0.0,0.0,55.0,22.5,0.0,1.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15580.0,11542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6546.0,4911.0,5626.0,9359.0,0.0,0.0,0.0,0.0,0.0,0.0
541,2020-06-25,11.0,65.0,39.0,26.0,12817.0,0.0,0.0,48.0,20.2,14.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18506.0,13298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6560.0,5121.0,5782.0,7634.0,0.0,0.0,0.0,0.0,0.0,0.0
